P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,Carrera_Target,Satisfaccion
c,c,c,e,e,c,d,c,c,c,c,b,e,d,e,c,c,c,c,e,Ingeniería Civil,4
c,c,c,d,c,c,c,c,c,c,c,e,c,c,c,e,c,d,e,c,Ingeniería Civil,4
c,c,c,c,e,b,c,c,c,c,e,c,c,a,e,a,e,e,e,e,Ingeniería Civil,3
a,d,e,e,a,b,e,a,c,e,c,c,c,c,c,e,e,c,c,c,Ingeniería Civil,4
a,c,c,c,a,e,e,e,c,c,e,c,c,d,a,e,c,d,c,c,Ingeniería Civil,5
c,c,e,c,e,c,c,a,b,c,c,c,b,c,c,c,c,c,e,c,Ingeniería Civil,5
c,c,b,c,c,e,c,e,c,e,c,c,c,c,e,c,e,c,c,e,Ingeniería Civil,5
c,c,c,e,e,c,e,c,c,c,c,c,e,c,c,c,c,c,e,e,Ingeniería Civil,4
e,c,c,c,c,c,c,c,b,c,c,e,d,d,c,c,c,a,c,d,Ingeniería Civil,5
e,c,c,c,d,c,c,c,e,e,e,c,c,b,d,c,c,c,e,c,Ingeniería Civil,5
c,c,c,c,c,c,c,c,c,c,c,c,e,c,e,c,c,e,e,c,Ingeniería Civil,5
c,c,c,e,c,c,c,c,c,c,d,c,b,c,c,c,e,e,e,c,Ingeniería Civil,5
c,c,c,c,c,e,e,c,c,c,e,c,c,a,c,c,e,c,e,c,Ingeniería Civil,4
e,c,c,c,e,c,c,c,c,c,b,c,e,e,c,e,e,c,c,e,Ingeniería Civil,5
e,e,c,c,e,e,c,c,c,b,e,a,c,e,c,c,c,c,b,e,Ingeniería Civil,5
c,c,c,c,e,e,c,c,c,c,c,c,c,e,d,c,e,c,e,c,Ingeniería Civil,4
a,c,c,c,a,e,c,a,e,c,c,e,c,c,c,e,c,c,c,c,Ingeniería Civil,5
c,e,b,c,c,e,e,c,e,c,b,e,e,c,e,c,c,c,c,c,Ingeniería Civil,4
c,a,c,e,c,d,e,c,c,e,c,c,e,e,c,c,e,c,c,c,Ingeniería Civil,5
c,c,c,c,c,c,c,c,c,c,e,c,c,b,e,d,c,c,c,c,Ingeniería Civil,5
c,e,c,e,c,c,c,c,c,c,c,e,c,c,e,e,c,c,c,a,Ingeniería Civil,3
d,d,e,e,c,c,a,c,c,c,c,c,c,c,d,e,c,e,c,e,Ingeniería Civil,5
e,a,c,e,b,e,c,e,c,c,c,a,c,c,e,e,a,b,d,c,Ingeniería Civil,5
e,c,e,e,c,c,e,c,e,e,c,b,e,b,c,c,a,c,a,e,Ingeniería Civil,4
a,e,c,d,c,c,c,c,c,e,c,e,c,c,c,c,c,e,c,b,Ingeniería Civil,5
c,c,b,c,c,e,e,a,c,c,d,c,c,c,c,c,a,e,e,c,Ingeniería Civil,5
c,c,e,c,c,d,c,c,c,e,c,c,c,e,b,e,c,c,c,c,Ingeniería Civil,4
e,c,c,c,c,e,c,c,c,c,c,b,c,a,c,c,c,e,c,c,Ingeniería Civil,5
c,c,c,a,c,e,c,e,c,c,d,b,b,c,c,e,c,e,c,c,Ingeniería Civil,4
c,c,e,e,c,b,c,c,c,c,d,c,e,c,c,a,c,c,e,c,Ingeniería Civil,5
c,c,a,c,e,e,e,c,c,a,e,c,c,e,e,c,c,c,b,c,Ingeniería Civil,4
c,c,e,e,c,b,c,c,c,c,c,c,e,e,c,e,c,c,a,e,Ingeniería Civil,5
d,c,c,c,c,c,e,d,d,e,e,c,d,a,e,c,e,c,c,e,Ingeniería Civil,5
c,e,c,e,c,c,c,c,c,b,e,c,c,e,e,c,c,d,c,c,Ingeniería Civil,5
c,c,e,c,e,c,c,c,c,e,d,e,e,c,c,c,b,c,e,b,Ingeniería Civil,3
c,e,c,e,b,c,c,c,a,e,c,c,e,e,c,c,c,d,e,c,Ingeniería Civil,5
a,d,e,c,c,c,a,d,e,e,c,c,c,c,a,a,c,e,e,c,Ingeniería Civil,4
c,c,c,c,c,c,c,a,c,c,b,e,c,e,e,c,c,c,e,c,Ingeniería Civil,5
e,e,c,c,c,c,e,e,e,c,c,c,c,e,e,c,c,c,c,e,Ingeniería Civil,5
c,c,b,e,e,c,c,c,a,c,d,e,e,c,b,c,c,e,c,e,Ingeniería Civil,5
c,a,c,e,e,c,c,c,c,a,c,c,c,c,c,c,c,c,e,c,Ingeniería Civil,4
c,d,c,c,c,c,e,c,c,e,c,c,c,b,e,e,c,c,d,e,Ingeniería Civil,3
c,c,c,e,c,c,c,c,e,e,e,c,c,e,c,c,d,c,e,d,Ingeniería Civil,3
c,c,c,e,b,c,c,e,c,e,c,e,e,c,c,c,e,e,c,c,Ingeniería Civil,5
c,c,c,a,c,c,c,e,e,d,b,c,e,e,e,c,e,c,c,c,Ingeniería Civil,5
e,e,c,c,d,e,c,e,d,c,c,d,c,c,b,e,c,c,c,c,Ingeniería Civil,3
e,d,c,c,c,c,e,b,c,c,c,e,e,c,b,c,c,c,c,e,Ingeniería Civil,5
a,c,b,b,e,c,c,c,c,c,c,b,c,c,c,c,a,c,c,c,Ingeniería Civil,4
e,c,e,c,c,e,e,a,c,c,c,c,c,e,e,c,a,c,c,c,Ingeniería Civil,4
e,e,d,c,e,e,e,c,d,c,c,e,e,c,c,d,c,c,c,e,Ingeniería Civil,5
d,e,e,b,a,c,e,c,c,e,e,d,c,c,c,e,e,e,a,e,Ingeniería Civil,5
e,d,c,c,a,c,d,b,c,c,c,c,c,e,a,a,e,c,e,c,Ingeniería Civil,5
d,c,e,c,c,c,c,c,e,b,b,e,b,e,c,b,c,c,d,c,Ingeniería Civil,4
e,c,c,c,e,c,c,c,c,c,c,e,c,c,c,c,c,c,c,d,Ingeniería Civil,5
c,e,c,c,d,e,c,c,a,c,d,e,e,e,c,c,c,c,e,c,Ingeniería Civil,5
d,e,e,c,c,e,d,c,b,e,c,b,e,c,c,c,e,e,d,c,Ingeniería Civil,5
e,c,e,d,c,b,c,c,c,b,c,d,e,e,b,d,c,d,e,c,Ingeniería Civil,4
c,e,c,d,e,c,c,c,c,e,c,e,c,e,c,c,c,c,c,e,Ingeniería Civil,3
e,d,e,d,c,c,c,e,e,e,c,c,c,d,d,b,c,e,c,b,Ingeniería Civil,5
b,e,c,c,c,d,a,e,c,b,e,c,c,c,a,c,c,a,c,c,Ingeniería Civil,4
c,c,c,c,e,e,e,c,e,c,c,c,c,e,e,c,c,e,c,c,Ingeniería Civil,5
a,c,c,e,e,c,e,e,e,e,d,c,e,c,e,b,c,c,c,e,Ingeniería Civil,4
c,e,c,c,e,e,e,c,e,b,e,d,e,b,c,c,e,c,e,e,Ingeniería Civil,4
c,c,e,c,c,c,d,c,a,c,e,b,e,e,c,c,c,a,e,c,Ingeniería Civil,4
c,b,c,c,c,e,d,b,c,b,c,a,e,c,c,c,e,d,c,b,Ingeniería Civil,4
c,c,c,b,a,c,c,c,e,c,a,c,c,c,b,c,d,e,c,e,Ingeniería Civil,5
e,c,a,c,c,c,c,c,e,c,c,c,c,c,e,e,d,c,c,c,Ingeniería Civil,4
a,e,c,b,e,c,c,c,e,c,e,c,c,c,c,c,c,e,c,e,Ingeniería Civil,5
c,c,e,a,e,e,c,c,c,e,c,e,c,c,c,c,c,e,e,e,Ingeniería Civil,5
e,e,c,c,c,e,c,c,e,c,a,c,c,c,c,c,c,c,c,c,Ingeniería Civil,5
e,c,c,e,c,e,c,c,a,c,e,d,e,a,e,c,c,c,e,c,Ingeniería Civil,5
c,c,c,c,c,e,c,c,e,c,c,e,c,a,c,b,c,c,c,e,Ingeniería Civil,5
c,c,c,c,c,c,c,c,c,c,c,c,c,e,e,d,e,b,c,c,Ingeniería Civil,5
c,c,e,c,e,c,c,c,e,e,c,e,c,e,c,c,c,c,d,c,Ingeniería Civil,5
c,c,c,c,c,c,c,c,b,d,e,c,c,c,c,c,c,c,c,e,Ingeniería Civil,4
e,c,c,c,c,d,d,a,d,c,c,e,c,c,c,a,c,e,d,b,Ingeniería Civil,5
e,c,e,c,e,e,c,e,c,c,e,c,c,c,c,c,c,c,e,d,Ingeniería Civil,5
c,c,c,e,c,c,c,c,d,e,e,b,b,c,d,d,c,c,c,c,Ingeniería Civil,5
e,c,c,e,c,c,e,a,c,c,e,c,e,c,e,c,c,c,b,e,Ingeniería Civil,5
c,c,c,e,d,c,e,c,c,c,c,c,c,c,e,c,c,c,c,e,Ingeniería Civil,4
d,e,a,e,e,c,c,a,c,e,a,e,b,e,c,e,c,c,e,d,Ingeniería Civil,4
c,c,c,c,c,c,b,e,c,c,c,e,c,e,e,b,c,c,c,c,Ingeniería Civil,4
e,c,c,c,e,c,e,a,c,e,e,e,e,c,d,d,c,c,e,c,Ingeniería Civil,5
b,c,c,c,e,e,b,e,d,c,e,c,c,e,c,c,c,e,c,c,Ingeniería Civil,4
e,e,c,c,d,b,c,e,c,e,c,c,c,e,c,c,e,c,c,e,Ingeniería Civil,5
c,c,b,e,b,e,c,e,e,c,c,d,c,e,c,c,c,e,e,e,Ingeniería Civil,4
c,e,c,e,e,e,e,e,c,c,c,c,e,c,b,c,d,c,c,c,Ingeniería Civil,5
c,c,c,c,e,c,c,a,b,e,c,c,c,e,c,a,c,c,e,b,Ingeniería Civil,4
c,c,e,c,c,c,e,e,d,c,a,c,c,e,a,c,e,c,e,c,Ingeniería Civil,5
e,c,c,e,c,c,c,d,c,c,e,c,e,a,c,c,c,c,e,a,Ingeniería Civil,5
a,e,e,e,c,c,e,e,c,c,c,c,b,c,c,c,c,c,d,c,Ingeniería Civil,4
d,e,c,c,a,c,c,c,c,a,a,c,c,a,e,c,b,c,c,c,Ingeniería Civil,5
c,e,d,a,e,c,c,e,c,c,e,d,c,c,b,e,c,c,c,e,Ingeniería Civil,4
c,c,a,c,c,c,c,e,c,e,c,c,c,c,e,b,e,c,e,c,Ingeniería Civil,5
e,e,e,c,b,c,e,e,c,a,e,b,e,c,c,c,c,c,c,d,Ingeniería Civil,5
c,e,a,c,e,d,e,d,c,c,e,c,c,c,e,e,e,c,c,e,Ingeniería Civil,5
c,c,c,c,e,c,e,c,c,e,c,c,c,e,c,c,e,a,d,e,Ingeniería Civil,3
e,b,e,c,a,c,c,c,c,e,c,c,d,c,e,c,c,c,e,c,Ingeniería Civil,5
c,e,c,c,c,c,c,e,c,e,c,c,c,c,c,e,e,e,c,e,Ingeniería Civil,4
c,c,c,c,c,c,c,c,c,e,e,b,c,c,c,e,c,c,e,c,Ingeniería Civil,4
e,e,c,c,c,a,b,c,c,a,c,c,b,c,a,e,c,e,c,e,Ingeniería Civil,5
c,c,c,e,c,c,c,c,b,c,c,c,c,c,e,c,e,c,e,e,Ingeniería Civil,5
c,e,b,b,a,c,a,e,b,b,c,a,e,a,a,e,c,e,e,e,Ingeniería Civil,4
c,c,e,c,c,c,d,c,c,c,a,c,c,e,e,c,c,a,c,c,Ingeniería Civil,4
e,e,e,c,c,d,e,a,d,c,a,e,b,b,c,c,e,e,c,a,Ingeniería Civil,5
e,e,e,b,c,e,e,c,e,c,e,e,c,c,c,e,a,c,c,c,Ingeniería Civil,4
c,e,c,b,c,c,c,c,e,c,c,e,c,c,a,c,c,c,c,e,Ingeniería Civil,5
c,c,c,e,e,e,a,d,c,c,e,e,c,c,c,c,c,e,e,c,Ingeniería Civil,5
c,c,c,c,c,c,a,c,c,c,a,e,a,c,c,c,e,e,a,c,Ingeniería Civil,4
e,c,e,a,c,e,e,c,d,c,e,a,c,c,c,e,c,c,c,c,Ingeniería Civil,5
e,e,c,c,e,e,d,e,c,e,e,c,e,c,e,c,c,c,b,c,Ingeniería Civil,5
c,c,c,c,c,c,e,c,c,c,e,c,c,c,c,c,e,d,a,c,Ingeniería Civil,4
e,e,c,e,c,c,c,c,e,c,c,c,e,c,b,b,e,c,c,c,Ingeniería Civil,5
c,c,e,c,c,c,b,c,c,c,a,e,e,c,e,c,e,b,c,e,Ingeniería Civil,5
a,e,c,e,e,e,c,e,b,c,c,e,c,c,e,e,a,c,c,b,Ingeniería Civil,5
e,c,e,c,c,e,c,e,e,e,e,c,e,e,c,c,e,c,e,e,Ingeniería Civil,4
c,e,e,c,c,c,e,c,c,e,e,e,d,e,c,e,c,c,c,b,Ingeniería Civil,5
c,e,e,c,e,c,c,c,c,e,e,e,e,e,c,b,c,c,c,b,Ingeniería Civil,5
e,d,b,c,e,a,a,c,c,c,c,e,c,c,e,c,c,c,c,c,Ingeniería Civil,4
c,b,c,c,c,c,b,c,c,c,e,c,c,c,e,a,e,e,d,c,Ingeniería Civil,5
c,c,c,e,c,c,c,c,e,c,c,e,c,e,c,e,e,c,c,e,Ingeniería Civil,4
c,d,e,c,b,c,e,e,c,b,c,c,b,e,e,c,c,e,c,c,Ingeniería Civil,4
e,c,e,e,e,c,e,c,e,c,d,e,e,c,c,c,a,c,c,c,Ingeniería Civil,4
c,c,e,d,c,e,e,c,c,c,e,c,e,e,a,c,c,c,c,c,Ingeniería Civil,5
c,c,c,a,c,c,a,c,e,c,a,c,c,c,c,c,c,e,c,c,Ingeniería Civil,5
e,d,c,c,c,c,e,c,b,c,d,c,c,a,a,c,c,a,e,c,Ingeniería Civil,4
c,c,d,c,e,e,a,c,c,c,c,e,e,e,c,e,c,c,a,e,Ingeniería Civil,5
c,c,e,c,b,c,c,a,e,c,a,c,c,e,c,c,e,a,a,c,Ingeniería Civil,4
e,c,c,c,c,a,d,c,c,d,b,c,c,c,c,c,c,c,c,c,Ingeniería Civil,4
d,c,e,c,c,c,d,e,c,c,e,c,e,e,e,c,c,c,c,e,Ingeniería Civil,5
e,c,c,d,e,c,c,c,a,c,c,c,c,c,a,c,c,c,c,c,Ingeniería Civil,3
c,c,e,e,c,c,c,c,c,b,c,c,c,c,c,c,c,a,c,c,Ingeniería Civil,5
c,c,c,c,e,c,c,c,b,c,e,c,c,e,c,d,c,c,d,c,Ingeniería Civil,5
c,e,c,c,c,c,c,c,c,c,c,c,c,b,c,e,d,d,c,c,Ingeniería Civil,4
e,a,e,c,c,c,e,c,c,c,a,e,c,c,d,c,e,e,a,e,Ingeniería Civil,5
c,b,c,e,b,e,e,e,e,b,c,d,c,c,c,c,e,b,a,e,Ingeniería Civil,5
c,c,e,c,c,b,c,c,e,c,e,c,e,c,d,c,c,c,c,c,Ingeniería Civil,5
c,b,c,c,c,a,c,c,c,e,e,e,e,c,c,e,c,c,c,b,Ingeniería Civil,5
c,c,d,c,e,c,a,c,c,d,e,a,c,c,c,c,c,b,b,e,Ingeniería Civil,4
c,c,d,e,c,e,e,d,c,c,a,c,c,c,c,c,e,c,c,c,Ingeniería Civil,4
c,e,c,c,c,c,a,e,c,c,c,a,c,c,e,c,c,c,c,e,Ingeniería Civil,4
a,c,c,e,e,e,e,e,c,c,a,e,c,c,a,c,c,c,c,e,Ingeniería Civil,3
e,c,e,c,c,a,c,c,c,b,c,d,c,c,a,e,c,e,c,d,Ingeniería Civil,5
c,e,a,b,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,Ingeniería Civil,5
c,c,c,d,c,c,c,e,c,c,e,e,c,a,c,e,c,c,c,c,Ingeniería Civil,4
d,d,c,b,d,c,a,c,c,c,d,c,c,e,c,c,c,a,b,c,Ingeniería Civil,4
c,e,c,c,e,c,e,c,c,c,e,c,c,c,a,c,c,e,d,c,Ingeniería Civil,4
c,c,c,a,c,e,c,e,c,e,a,e,c,c,c,c,c,c,c,b,Ingeniería Civil,4
e,e,c,c,c,c,c,c,e,e,c,c,e,c,c,e,b,c,c,e,Ingeniería Civil,3
e,c,b,e,c,c,e,c,e,e,c,c,c,c,a,c,c,c,c,c,Ingeniería Civil,4
e,a,e,c,c,d,e,c,a,b,c,c,c,a,c,c,c,a,c,c,Ingeniería Civil,4
a,b,e,c,e,c,c,c,c,c,c,e,c,b,c,c,c,c,e,c,Ingeniería Civil,4
c,c,c,d,c,c,a,c,c,c,c,c,a,c,c,c,e,c,c,c,Ingeniería Civil,4
c,c,c,c,c,c,e,c,c,c,d,c,c,e,c,c,a,c,c,c,Ingeniería Civil,5
e,c,e,e,c,e,c,e,c,e,c,c,c,e,e,c,a,c,c,c,Ingeniería Civil,5
c,e,c,c,b,c,b,c,c,c,c,e,c,c,c,c,c,e,e,c,Ingeniería Civil,4
c,e,c,d,c,e,c,c,c,e,c,c,c,c,a,c,e,a,c,e,Ingeniería Civil,5
c,c,e,d,c,c,c,a,c,e,c,c,c,c,c,c,e,d,e,e,Ingeniería Civil,4
c,c,c,c,e,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,Ingeniería Civil,5
c,c,e,e,c,c,e,c,c,e,c,c,e,c,e,a,d,d,c,c,Ingeniería Civil,4
c,c,d,e,e,e,e,c,c,e,c,b,c,e,c,c,e,e,e,c,Ingeniería Civil,4
c,e,c,c,e,c,c,c,a,e,c,c,c,c,c,a,e,a,e,c,Ingeniería Civil,4
a,e,c,e,c,e,c,e,c,c,c,c,e,c,c,e,c,e,c,c,Ingeniería Civil,5
b,c,e,e,b,e,b,c,c,c,e,c,c,c,e,e,e,c,c,c,Ingeniería Civil,5
d,e,c,c,c,c,c,c,c,c,e,c,c,d,e,e,c,c,e,e,Ingeniería Civil,5
c,b,d,e,c,c,c,e,c,a,e,c,c,e,c,c,e,c,c,c,Ingeniería Civil,5
d,c,c,c,c,c,c,a,e,b,c,c,c,c,a,c,e,e,c,c,Ingeniería Civil,5
c,c,c,e,c,e,e,c,c,c,e,c,e,c,c,c,c,c,c,b,Ingeniería Civil,5
e,c,c,c,e,c,d,c,a,a,e,e,e,c,c,c,c,c,c,c,Ingeniería Civil,5
c,c,e,c,c,c,e,c,e,c,d,c,c,c,c,c,c,c,c,a,Ingeniería Civil,4
c,e,e,a,e,c,c,a,c,c,d,e,c,d,c,c,c,e,e,c,Ingeniería Civil,5
e,c,c,e,e,a,c,c,e,e,c,e,c,e,c,e,c,c,c,c,Ingeniería Civil,5
c,b,c,e,c,b,c,c,c,c,d,b,c,e,e,c,c,e,e,e,Ingeniería Civil,4
c,a,e,a,e,e,e,e,c,e,a,c,c,c,c,b,a,c,c,b,Ingeniería Civil,4
c,c,b,c,a,c,c,c,c,c,c,e,c,a,c,d,c,c,e,c,Ingeniería Civil,3
e,c,c,e,c,c,c,d,e,c,c,d,e,e,c,c,e,c,c,e,Ingeniería Civil,5
c,c,c,c,e,d,e,b,c,d,c,c,c,c,e,c,c,c,c,c,Ingeniería Civil,4
c,c,c,c,e,e,b,c,c,c,e,c,c,c,c,c,e,e,c,c,Ingeniería Civil,5
c,e,e,e,c,c,c,c,e,c,e,e,c,c,e,e,c,c,c,a,Ingeniería Civil,3
c,b,c,c,c,c,e,c,c,e,d,a,a,c,e,c,b,c,c,c,Ingeniería Civil,4
e,c,e,c,d,e,c,e,e,c,c,e,c,c,a,c,c,e,c,c,Ingeniería Civil,4
e,e,e,c,e,c,e,c,c,a,e,c,c,c,c,b,a,e,c,e,Ingeniería Civil,5
b,e,d,b,c,e,a,c,e,c,e,c,c,c,d,c,c,c,c,e,Ingeniería Civil,4
c,c,c,c,e,c,c,c,e,e,e,c,c,c,c,e,c,b,e,c,Ingeniería Civil,4
c,c,e,e,c,d,c,c,c,c,c,c,c,c,c,c,e,c,c,c,Ingeniería Civil,4
c,c,c,c,c,e,c,c,d,e,e,b,e,e,e,e,c,c,c,b,Ingeniería Civil,5
c,c,c,c,c,e,c,e,e,e,c,e,c,e,e,c,b,c,c,c,Ingeniería Civil,5
e,c,c,c,c,e,c,c,b,c,c,c,c,c,e,e,c,e,c,c,Ingeniería Civil,4
c,c,e,c,e,b,c,c,e,a,e,c,e,c,e,a,e,e,c,c,Ingeniería Civil,5
d,c,c,c,c,c,d,c,e,e,c,e,c,e,c,d,c,e,d,c,Ingeniería Civil,5
c,c,c,c,c,c,c,c,a,e,d,c,a,e,c,c,c,a,e,b,Ingeniería Civil,4
e,e,c,c,e,b,c,c,c,e,c,c,c,c,b,c,c,c,a,c,Ingeniería Civil,5
c,c,a,c,e,b,b,e,c,b,d,b,a,c,c,c,c,e,e,e,Ingeniería Civil,4
c,c,e,c,b,c,c,e,c,c,c,c,c,c,e,e,c,a,c,e,Ingeniería Civil,5
a,e,c,c,e,e,c,b,c,c,c,a,c,c,e,e,e,c,a,c,Ingeniería Civil,4
c,c,e,c,e,c,e,e,e,b,e,c,c,c,c,c,c,a,c,c,Ingeniería Civil,5
c,c,c,c,c,c,c,c,e,c,e,a,e,c,c,b,a,c,c,c,Ingeniería Civil,5
c,c,e,c,d,c,d,e,e,e,c,c,c,c,b,c,b,c,d,e,Ingeniería Civil,5
e,e,c,e,e,c,c,c,c,c,c,c,e,c,c,c,c,e,c,e,Ingeniería Civil,5
c,d,c,e,d,d,c,e,e,e,c,c,d,c,c,e,c,c,c,c,Ingeniería Civil,3
e,c,c,e,c,c,d,e,a,c,c,c,e,e,c,e,e,e,c,c,Ingeniería Civil,4
c,c,d,d,a,d,a,d,d,a,a,d,a,d,a,a,d,a,d,d,Administración,5
d,b,a,d,d,d,d,d,d,e,b,a,d,a,d,d,a,e,d,d,Administración,5
d,d,c,d,d,a,d,a,d,b,e,d,d,d,d,a,a,d,a,d,Administración,4
d,d,a,d,d,a,d,d,d,d,d,d,b,d,a,a,d,b,d,d,Administración,5
c,d,d,d,d,d,a,d,d,a,e,d,a,d,d,d,a,d,d,d,Administración,5
d,d,d,b,a,d,a,a,a,a,d,a,d,d,a,e,c,a,e,a,Administración,5
d,b,d,d,d,d,d,b,a,a,d,d,a,d,a,b,d,a,d,a,Administración,4
d,e,d,b,a,d,d,d,d,d,d,d,d,d,d,d,d,b,d,a,Administración,4
d,d,a,e,d,b,d,d,d,a,a,d,c,a,d,d,d,d,d,d,Administración,5
e,e,b,d,d,a,d,d,a,d,d,d,d,e,d,d,d,d,b,d,Administración,4
c,d,d,a,d,d,d,d,e,d,d,a,a,d,d,b,b,d,d,c,Administración,5
d,a,d,d,a,d,d,a,e,d,d,e,a,c,d,d,d,b,a,d,Administración,5
d,d,d,d,d,b,a,d,d,a,d,d,a,d,d,d,d,a,d,e,Administración,5
d,d,d,a,d,d,d,d,a,d,d,a,a,a,d,d,a,a,d,b,Administración,5
c,d,d,a,d,d,d,a,a,d,d,a,a,e,d,d,d,a,c,b,Administración,4
d,a,d,d,d,d,d,a,a,d,a,d,d,d,e,d,a,a,a,d,Administración,5
d,a,d,d,d,b,d,c,b,d,a,a,d,d,d,a,d,d,d,e,Administración,5
c,d,d,a,d,d,a,d,c,d,d,e,a,d,d,a,d,d,e,d,Administración,4
d,a,c,a,a,d,d,a,e,d,d,d,d,d,d,d,d,c,d,c,Administración,5
a,d,a,b,a,d,d,d,a,b,d,d,d,d,d,a,d,a,b,d,Administración,5
c,d,d,d,d,c,d,e,d,d,d,d,d,d,d,a,d,b,d,d,Administración,4
d,d,a,a,d,d,b,d,d,d,d,d,d,d,d,a,d,d,a,d,Administración,5
d,a,d,a,d,d,d,d,d,d,d,d,e,d,a,e,d,d,b,d,Administración,3
a,d,d,e,c,d,d,a,d,d,d,d,a,d,d,a,e,d,d,d,Administración,5
d,d,d,d,d,d,d,b,d,a,d,d,d,d,d,d,a,e,e,d,Administración,5
d,a,d,b,d,a,a,d,d,a,b,d,d,a,c,d,a,a,d,d,Administración,5
d,d,d,d,d,a,d,a,d,d,a,a,e,d,d,a,d,a,d,a,Administración,5
e,d,a,d,d,d,d,a,d,d,d,d,a,a,d,a,d,d,d,d,Administración,4
d,d,a,b,c,d,d,a,d,d,d,d,d,d,b,d,d,d,d,d,Administración,5
d,a,d,d,d,d,d,a,d,a,a,d,d,e,a,d,d,d,e,a,Administración,5
d,e,d,a,c,d,d,d,c,d,d,a,d,d,d,a,a,d,d,d,Administración,5
a,e,a,a,d,a,d,d,b,d,a,b,d,a,b,c,b,a,d,d,Administración,5
d,d,d,a,d,a,a,d,b,a,d,a,d,d,a,e,a,b,a,d,Administración,5
a,a,a,a,e,b,a,d,d,e,c,a,d,d,d,d,d,d,d,d,Administración,4
a,d,d,d,a,a,d,a,d,d,e,d,a,e,d,a,d,c,a,d,Administración,5
d,e,d,d,d,d,d,d,b,d,d,a,a,d,d,d,c,d,d,d,Administración,4
a,d,d,d,d,d,a,a,d,d,d,a,d,a,b,a,a,d,d,a,Administración,5
d,a,b,b,a,d,d,d,d,e,c,d,a,b,d,b,d,d,d,d,Administración,5
d,d,d,d,a,d,a,b,d,d,d,c,d,e,d,a,d,d,d,e,Administración,5
d,a,d,d,d,d,a,a,e,d,a,d,a,d,d,d,d,d,d,a,Administración,3
d,a,a,a,d,d,d,d,d,a,c,d,d,a,a,d,d,d,a,d,Administración,4
d,a,d,b,a,a,d,d,d,b,d,d,d,d,d,d,a,d,a,d,Administración,4
d,d,d,d,d,a,d,a,d,a,d,e,d,d,d,a,d,c,d,a,Administración,5
a,e,d,a,a,d,a,a,d,d,a,d,d,d,d,d,d,d,d,c,Administración,4
a,c,d,d,c,d,d,a,d,a,d,d,d,d,d,a,a,d,d,d,Administración,5
d,d,d,b,d,d,a,d,d,a,d,d,d,d,d,c,a,d,d,a,Administración,4
d,d,d,d,d,b,d,a,d,d,a,a,a,d,a,a,a,d,d,a,Administración,5
d,d,a,e,e,a,b,a,d,a,a,d,a,d,a,a,d,a,d,a,Administración,3
a,d,a,d,d,a,d,b,d,a,d,d,a,c,a,d,d,d,d,b,Administración,5
d,d,d,d,a,d,d,e,d,d,d,a,d,a,a,a,d,d,d,b,Administración,5
d,d,d,a,e,a,a,d,d,a,d,d,d,a,a,d,d,d,e,d,Administración,5
b,d,d,d,d,d,a,b,d,d,d,e,a,d,d,d,a,d,a,d,Administración,5
d,d,d,a,d,d,d,d,a,a,c,d,e,d,d,d,a,d,b,a,Administración,4
d,a,a,d,d,d,d,a,a,d,a,a,d,a,d,d,d,b,d,d,Administración,3
b,d,c,d,c,d,a,d,d,a,e,d,d,a,e,d,d,d,a,b,Administración,3
d,d,d,a,d,a,a,a,b,d,d,a,d,d,d,a,a,d,e,d,Administración,5
c,d,a,b,d,d,a,a,a,d,d,d,d,d,d,c,d,d,b,d,Administración,5
a,a,a,d,a,d,a,e,d,d,d,d,a,d,e,a,d,d,d,d,Administración,5
d,d,d,a,a,d,a,d,d,d,a,a,d,b,d,d,d,e,d,d,Administración,5
d,d,c,d,c,a,d,a,d,d,d,a,e,d,d,d,a,b,a,c,Administración,4
e,d,a,d,d,b,b,d,c,a,d,d,d,c,b,d,d,d,d,a,Administración,5
a,b,a,c,a,a,d,d,d,d,d,c,d,e,d,d,c,d,e,a,Administración,5
c,a,d,d,b,d,a,a,a,a,c,c,d,a,d,d,b,d,d,d,Administración,4
c,d,d,d,d,d,e,d,d,d,c,d,a,a,d,d,b,a,a,d,Administración,4
d,d,d,b,d,d,a,d,d,d,d,b,e,d,d,d,e,d,d,d,Administración,5
d,a,a,b,a,a,a,a,a,a,a,d,d,d,d,a,d,d,c,d,Administración,5
e,c,d,e,a,e,d,d,d,d,a,d,d,d,d,d,a,a,e,d,Administración,5
d,d,a,d,d,d,d,a,d,a,c,d,a,a,a,d,d,d,d,a,Administración,4
a,c,d,a,d,d,a,a,d,a,a,d,a,d,d,d,a,a,d,b,Administración,4
d,d,b,d,e,d,d,a,d,b,d,d,d,d,b,a,a,d,d,d,Administración,5
e,c,d,d,a,a,d,a,d,d,d,d,d,a,b,d,b,a,e,d,Administración,4
d,a,b,b,a,c,d,d,d,d,d,d,b,d,d,a,d,d,a,a,Administración,5
d,d,b,d,e,a,a,a,a,d,c,d,d,a,d,d,d,a,d,d,Administración,5
a,d,b,a,d,d,d,a,c,a,d,d,a,d,b,d,d,d,c,b,Administración,4
a,d,a,d,a,b,d,d,d,d,a,b,d,d,d,d,d,e,d,b,Administración,5
