P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,Carrera_Target,Satisfaccion
c,c,b,b,e,d,e,e,b,d,d,d,d,d,c,a,c,b,b,b,Ingeniería Civil,5
c,b,d,c,d,b,d,e,c,a,c,c,d,d,a,d,e,e,d,b,Ingeniería Industrial,4
d,d,b,d,c,d,a,b,d,d,e,d,b,d,a,e,d,d,c,a,Ingeniería Mecánica Eléctrica,5
b,d,d,d,d,d,d,e,d,c,d,d,d,d,c,a,b,d,b,e,Ingeniería de Software,5
a,b,b,d,e,d,b,d,d,e,c,c,c,d,a,e,d,b,d,c,Ingeniería Mecatrónica,5
a,a,b,d,d,d,c,d,a,d,d,b,e,a,d,e,d,b,b,a,Ingeniería Mecatrónica,5
d,d,e,b,d,b,d,d,d,d,d,c,d,c,b,d,d,e,d,b,Gestión y Dirección,5
d,d,b,d,d,d,a,d,b,d,d,b,a,d,d,d,d,a,c,a,Ingeniería Mecatrónica,5
b,c,d,c,d,b,b,e,b,d,b,d,e,d,c,c,d,d,d,c,Ingeniería Civil,5
c,b,b,c,b,e,b,c,b,b,b,b,b,b,c,e,e,d,b,c,Ingeniería Mecánica Eléctrica,5
b,d,c,b,a,e,c,a,d,b,d,b,a,a,d,d,d,d,d,a,Administración,4
a,d,a,d,e,d,c,a,a,a,d,b,d,a,d,d,d,a,d,a,Ingeniería de Software,5
b,e,d,d,e,d,b,d,b,d,e,d,e,d,a,b,c,d,d,b,Gestión y Dirección,4
d,b,d,b,b,c,b,c,e,b,b,b,c,b,c,b,e,b,c,c,Ingeniería Mecánica Eléctrica,5
d,d,a,d,e,d,e,d,d,a,a,a,a,d,b,d,d,d,b,a,Ingeniería Mecatrónica,4
d,b,d,b,d,d,c,a,b,d,c,e,d,d,e,c,e,d,d,b,Administración,5
c,e,e,e,e,c,c,c,e,b,b,c,b,e,c,e,e,c,c,c,Gestión y Dirección,5
a,d,d,a,d,a,d,d,a,d,d,a,d,d,d,d,d,d,d,d,Contaduría,5
d,a,c,b,e,b,d,e,d,d,d,d,e,a,b,d,d,d,d,a,Ingeniería Mecatrónica,4
e,e,e,d,d,b,b,b,e,e,c,c,b,e,e,c,e,e,c,c,Ingeniería Industrial,5
b,b,d,d,b,c,c,e,d,d,e,d,e,b,a,d,e,a,d,b,Ingeniería Mecánica Eléctrica,5
b,d,d,b,b,e,c,c,c,c,e,b,c,d,c,d,b,d,d,b,Ingeniería Mecánica Eléctrica,5
b,b,d,b,a,d,e,d,d,d,d,d,a,d,c,a,b,e,a,b,Administración,4
e,b,c,d,d,d,a,d,b,b,e,e,c,c,e,d,c,c,a,c,Contaduría,4
d,a,b,a,d,a,a,a,a,a,a,b,a,a,d,d,d,a,d,d,Ingeniería Mecánica Eléctrica,4
d,a,d,a,d,e,a,d,b,d,a,e,d,a,b,a,d,c,d,b,Gestión y Dirección,5
a,a,a,a,d,a,c,a,a,d,a,a,d,a,d,d,a,b,a,a,Ingeniería de Software,5
b,b,b,d,e,d,a,c,d,e,b,a,b,b,d,b,b,d,b,d,Gestión y Dirección,4
b,c,c,c,b,c,b,b,b,b,b,a,b,e,b,b,b,a,b,b,Administración,5
d,c,b,a,a,d,d,d,d,e,d,b,d,d,d,d,d,b,b,d,Ingeniería Mecánica Eléctrica,5
a,d,c,a,a,a,d,d,d,d,a,b,e,c,b,a,d,b,a,a,Administración,4
a,a,d,a,d,a,d,d,d,d,e,a,b,a,d,a,d,b,d,b,Ingeniería Civil,4
d,c,d,e,d,e,d,b,c,d,d,d,c,d,d,d,e,d,b,d,Gestión y Dirección,4
d,d,d,b,e,d,e,d,d,d,d,d,d,b,d,d,d,e,d,c,Contaduría,5
a,d,c,a,d,d,d,d,a,d,d,b,d,d,d,d,d,d,e,d,Contaduría,5
a,b,d,d,d,d,d,d,e,d,d,e,d,d,d,d,c,e,c,e,Ingeniería Industrial,5
d,a,d,d,d,d,d,b,d,a,d,e,d,a,d,b,b,a,e,b,Gestión y Dirección,5
b,d,a,c,c,e,b,b,d,d,a,d,d,c,b,a,d,d,c,d,Ingeniería de Software,4
c,e,c,b,b,c,b,c,e,b,c,c,b,b,c,e,c,a,d,b,Ingeniería Civil,4
b,b,e,d,c,d,d,d,a,d,d,e,a,d,d,d,a,d,d,b,Gestión y Dirección,5
d,d,a,b,e,d,e,d,d,d,d,a,d,a,a,d,d,d,c,d,Ingeniería Mecánica Eléctrica,5
d,b,e,b,d,d,d,d,b,d,d,e,d,c,d,d,d,e,a,e,Gestión y Dirección,4
c,b,d,b,c,d,a,d,e,c,d,c,e,b,b,e,c,e,c,e,Ingeniería Industrial,5
a,d,b,a,a,a,d,a,d,d,a,b,a,d,d,e,a,d,d,a,Ingeniería Civil,4
c,c,c,e,b,e,b,b,c,c,c,e,b,e,c,b,c,d,b,e,Ingeniería Mecatrónica,4
a,d,b,d,b,b,a,d,d,e,d,b,d,d,d,c,d,d,b,d,Administración,5
a,a,d,d,d,d,d,b,a,a,d,a,a,d,d,d,a,b,c,a,Ingeniería de Software,5
d,b,a,d,b,d,c,d,b,e,e,a,b,b,c,e,d,b,d,d,Administración,5
b,b,a,c,b,c,b,c,b,b,b,d,b,c,e,b,b,d,d,b,Ingeniería de Software,5
d,d,a,a,d,d,b,a,a,b,d,b,d,a,e,b,b,a,e,d,Ingeniería de Software,5
e,e,e,c,b,c,d,c,e,b,e,c,b,e,e,e,c,e,b,c,Ingeniería Industrial,4
b,a,d,b,d,d,d,c,d,a,d,d,d,d,d,d,b,c,a,d,Ingeniería Industrial,5
b,e,d,e,b,b,b,b,c,b,b,d,e,b,d,e,e,a,c,e,Gestión y Dirección,4
c,b,e,b,c,b,d,c,c,b,b,c,b,c,b,e,b,e,d,c,Ingeniería Industrial,5
d,d,c,d,d,e,c,d,d,d,d,b,c,a,d,d,a,b,d,d,Ingeniería de Software,5
e,b,e,d,a,a,d,d,e,a,a,c,a,c,a,a,b,e,a,d,Ingeniería Industrial,4
b,b,e,a,e,d,d,d,d,c,d,c,d,d,d,c,b,d,c,d,Ingeniería Industrial,5
e,e,d,d,b,b,b,c,e,c,e,d,b,e,b,b,e,d,b,e,Contaduría,5
b,b,c,d,d,a,d,a,d,a,d,c,a,d,d,d,d,d,e,b,Ingeniería Industrial,4
d,a,a,b,d,d,d,d,a,a,a,b,a,a,b,a,d,d,e,b,Ingeniería Mecatrónica,4
d,a,c,d,a,a,d,d,a,a,a,d,a,a,d,a,a,e,a,d,Administración,5
d,c,d,d,c,c,e,c,b,d,e,d,c,b,a,d,d,c,c,c,Gestión y Dirección,5
a,a,a,a,a,a,d,e,a,d,a,d,a,a,d,a,a,d,a,a,Ingeniería de Software,4
b,b,d,e,d,b,a,b,b,e,e,d,e,b,b,a,d,d,d,d,Ingeniería Civil,4
b,b,d,e,d,b,d,d,b,d,e,e,d,e,e,d,e,e,d,e,Gestión y Dirección,5
d,b,e,b,d,d,a,d,b,d,d,c,a,d,a,c,b,e,a,d,Ingeniería Industrial,5
a,d,a,d,d,d,d,c,a,d,b,d,d,a,e,d,a,b,a,d,Ingeniería Mecatrónica,4
a,d,d,d,a,a,d,d,d,a,a,d,e,a,d,a,d,b,d,a,Ingeniería Civil,5
c,d,c,e,c,c,e,d,b,a,d,b,d,c,c,e,c,c,d,b,Ingeniería Mecatrónica,5
c,e,d,c,b,b,b,c,e,e,c,d,b,e,d,b,e,d,c,e,Ingeniería Industrial,4
d,c,d,d,d,d,d,e,a,c,d,b,b,e,a,a,b,d,b,b,Contaduría,4
d,b,e,d,d,b,d,d,c,d,e,e,a,c,d,d,c,e,e,a,Contaduría,5
e,e,d,e,b,b,b,b,e,b,c,c,b,c,b,b,c,e,d,c,Gestión y Dirección,5
b,e,d,c,b,b,c,b,e,c,c,c,b,e,c,e,e,e,d,c,Ingeniería Industrial,5
d,d,b,a,d,d,a,d,a,b,d,b,c,b,d,d,d,b,d,a,Ingeniería Civil,4
d,a,c,a,d,d,d,d,a,d,d,a,d,a,d,d,a,b,d,d,Ingeniería de Software,5
e,c,e,b,d,b,e,b,c,c,d,c,d,c,c,b,e,d,d,e,Gestión y Dirección,5
b,e,d,d,e,d,d,d,d,b,b,b,e,b,b,e,c,d,b,d,Ingeniería Industrial,5
e,c,e,d,d,e,b,c,c,d,d,c,e,d,c,d,e,e,e,c,Ingeniería Industrial,5
a,a,b,a,d,a,d,a,a,d,a,b,a,a,a,a,a,b,a,a,Ingeniería Mecánica Eléctrica,4
b,a,e,e,d,d,a,b,c,e,c,c,b,b,a,d,d,c,d,e,Ingeniería Industrial,4
b,a,d,d,a,e,d,d,a,a,a,d,c,a,b,d,d,e,e,b,Ingeniería Civil,4
d,a,d,b,e,c,e,e,d,c,d,c,e,c,b,b,c,d,c,e,Administración,4
c,c,c,e,b,b,b,b,e,b,b,d,b,b,c,e,c,d,b,e,Ingeniería Civil,5
c,b,b,b,b,b,e,b,e,d,b,e,b,c,e,b,b,d,b,c,Administración,4
d,d,c,d,b,a,d,a,a,e,c,a,c,d,d,b,d,a,d,a,Gestión y Dirección,4
d,a,a,d,d,d,b,a,b,c,e,b,a,d,b,d,d,b,a,d,Ingeniería Mecatrónica,5
d,c,a,d,b,b,b,d,b,b,c,a,c,d,d,b,d,b,b,d,Ingeniería Mecatrónica,4
b,d,d,b,d,d,d,d,b,d,d,e,a,d,d,d,d,c,e,d,Contaduría,5
a,d,a,a,d,d,b,d,a,c,d,b,b,d,e,c,d,b,d,d,Ingeniería de Software,4
c,b,d,b,d,d,d,b,d,c,e,d,c,e,d,c,b,b,d,d,Contaduría,4
a,d,b,d,a,a,d,a,b,a,a,d,a,d,a,a,a,b,a,d,Ingeniería Mecánica Eléctrica,4
a,d,b,a,a,a,d,a,d,a,a,d,a,a,b,a,b,d,e,a,Ingeniería Mecánica Eléctrica,5
b,b,d,e,e,b,a,d,c,d,e,c,e,b,a,e,e,d,e,e,Gestión y Dirección,4
a,a,d,a,a,d,d,d,c,a,a,d,a,d,d,d,b,c,e,a,Gestión y Dirección,5
a,a,a,a,e,a,d,d,d,a,a,a,d,a,d,a,a,a,a,a,Ingeniería Mecánica Eléctrica,4
d,a,d,e,d,e,d,b,d,d,e,e,e,a,b,e,d,e,c,b,Gestión y Dirección,5
d,d,b,a,d,d,b,a,d,c,d,a,d,a,e,d,b,b,d,b,Ingeniería Mecatrónica,4
a,d,b,a,a,a,d,a,a,a,d,a,d,a,d,c,d,a,d,a,Ingeniería Mecánica Eléctrica,5
c,e,d,c,d,d,d,b,c,b,b,b,e,b,b,d,e,d,b,d,Ingeniería Industrial,5
c,e,d,c,c,c,e,b,e,b,b,c,b,b,e,b,c,d,c,c,Gestión y Dirección,4
c,d,d,d,c,d,a,d,d,a,c,d,e,d,d,b,d,c,d,d,Ingeniería Mecánica Eléctrica,5
d,d,d,a,a,d,d,d,c,d,d,d,e,c,b,d,d,a,e,b,Ingeniería Civil,5
d,a,c,b,a,d,d,d,d,d,d,b,a,d,a,d,a,d,d,d,Ingeniería Civil,5
b,d,d,d,d,d,e,d,a,a,e,b,d,c,c,a,b,a,c,b,Ingeniería Civil,4
a,d,a,d,d,d,c,d,d,e,c,b,d,d,d,d,b,b,d,b,Ingeniería Civil,5
d,b,a,d,d,e,a,b,b,d,d,d,c,d,a,c,d,a,d,e,Ingeniería de Software,5
c,b,d,c,c,c,b,c,c,b,b,c,b,b,e,e,e,d,b,c,Administración,5
c,b,b,c,b,c,b,b,c,c,b,b,b,d,d,b,b,d,b,e,Administración,5
d,b,b,d,b,d,e,e,c,b,d,d,c,d,e,c,d,d,c,d,Administración,5
d,d,a,a,a,a,d,a,a,a,a,b,a,a,d,a,a,d,a,d,Ingeniería Mecatrónica,5
b,b,d,e,e,d,e,b,c,c,b,e,b,e,a,e,c,a,b,b,Administración,5
e,b,c,d,c,d,c,d,c,d,e,d,c,b,e,e,b,d,b,d,Administración,5
d,d,e,c,d,b,c,b,b,d,e,e,e,d,b,a,d,d,c,b,Administración,5
d,b,c,d,d,a,d,d,b,a,d,e,d,d,a,c,e,e,a,b,Ingeniería Industrial,4
a,a,a,b,d,e,b,e,a,a,d,d,a,c,b,d,d,d,e,d,Ingeniería de Software,4
b,d,b,e,b,b,c,c,d,e,c,d,b,b,c,c,b,a,b,c,Administración,4
d,a,a,d,a,a,a,a,a,a,e,b,d,d,a,d,b,b,d,d,Ingeniería de Software,5
d,b,a,c,b,c,e,c,c,b,b,b,b,d,a,b,d,b,b,d,Administración,4
e,e,e,b,d,c,b,b,c,c,b,d,b,e,b,b,e,d,d,e,Gestión y Dirección,5
d,e,d,d,c,d,a,d,b,c,b,b,b,e,d,e,d,b,b,b,Ingeniería Industrial,5
b,d,c,d,b,c,b,e,d,e,d,b,b,d,c,b,c,a,d,c,Ingeniería de Software,5
e,d,d,b,c,c,c,e,e,c,d,b,c,c,b,b,c,a,c,d,Administración,5
d,d,a,d,b,b,c,b,b,d,b,b,b,b,b,d,d,b,b,d,Ingeniería Mecatrónica,4
d,e,c,e,e,e,b,d,d,b,e,b,c,c,b,e,d,b,d,b,Ingeniería de Software,5
a,a,b,a,a,d,d,d,a,d,a,d,d,a,d,d,d,a,c,a,Ingeniería Mecánica Eléctrica,5
d,d,a,d,d,a,b,b,c,e,c,d,d,c,b,d,b,d,d,b,Ingeniería de Software,5
d,d,a,b,d,a,e,a,d,e,d,a,b,d,d,d,b,a,e,a,Ingeniería Mecatrónica,4
c,c,d,c,e,b,d,b,d,e,b,d,b,c,c,c,e,c,b,b,Administración,5
d,d,d,c,b,b,d,d,d,b,e,d,c,b,b,d,b,a,d,d,Ingeniería Mecánica Eléctrica,5
c,b,c,d,e,d,e,d,e,d,d,d,d,e,b,b,c,d,a,d,Ingeniería Industrial,4
a,d,c,d,d,d,a,d,b,a,b,a,b,d,d,c,d,a,d,d,Ingeniería Mecánica Eléctrica,4
d,c,e,b,a,a,d,b,d,a,d,e,d,d,b,e,c,c,d,b,Ingeniería Industrial,4
a,a,a,d,a,a,d,a,a,a,d,b,e,d,c,d,a,b,c,d,Ingeniería de Software,5
d,e,e,a,c,d,d,d,d,d,b,b,d,d,d,e,d,d,d,a,Ingeniería Industrial,5
b,d,a,a,e,d,e,d,a,c,e,b,d,d,d,d,b,d,d,d,Administración,5
b,b,e,d,e,d,c,b,c,e,b,d,e,b,d,b,e,d,d,e,Gestión y Dirección,5
e,e,d,c,b,b,b,c,e,b,b,b,c,e,d,e,b,d,b,c,Administración,5
b,c,d,d,b,d,e,d,a,d,e,d,d,d,e,e,d,d,b,d,Ingeniería Mecatrónica,5
d,a,d,d,c,d,e,d,d,d,b,b,d,b,d,e,b,a,d,b,Ingeniería Civil,5
d,d,c,b,d,b,d,d,d,e,c,c,b,c,b,b,e,e,b,b,Administración,5
c,e,d,b,d,b,b,d,e,d,d,d,d,d,c,d,c,e,a,d,Ingeniería Civil,5
c,e,d,d,c,e,b,d,d,c,c,d,d,b,c,b,b,d,d,b,Ingeniería Mecánica Eléctrica,4
b,d,d,c,a,d,d,d,b,a,d,e,d,b,d,d,d,c,d,b,Ingeniería Industrial,5
d,d,a,d,d,d,c,b,d,d,c,e,c,d,d,a,a,a,b,e,Ingeniería de Software,5
b,e,e,d,d,d,e,d,c,b,d,d,d,e,e,d,b,a,d,b,Administración,5
d,c,e,d,a,d,d,d,d,a,d,c,d,b,d,a,b,c,a,d,Ingeniería Industrial,4
b,d,b,a,d,e,e,b,d,d,e,a,c,d,d,d,b,a,a,d,Ingeniería Mecánica Eléctrica,4
a,a,d,a,a,a,d,a,a,a,d,a,d,a,d,a,a,d,d,a,Ingeniería Mecánica Eléctrica,5
d,d,b,d,c,d,a,b,a,e,b,b,e,a,b,e,d,b,b,a,Ingeniería de Software,5
c,b,d,d,b,d,e,b,b,b,b,c,e,c,c,d,c,c,d,e,Gestión y Dirección,5
a,d,e,b,b,e,a,d,d,d,d,b,a,b,b,e,c,d,d,e,Gestión y Dirección,4
d,b,b,c,e,b,c,b,b,b,b,e,b,e,d,b,e,a,b,b,Ingeniería Civil,5
c,b,d,b,c,c,a,c,e,e,e,e,b,c,b,b,c,d,b,e,Ingeniería Civil,5
a,a,a,a,d,d,e,a,d,c,c,a,e,d,d,d,d,b,c,a,Ingeniería de Software,4
b,d,b,d,d,e,c,e,d,a,d,b,a,c,e,d,c,d,d,d,Ingeniería Mecánica Eléctrica,5
d,a,b,d,d,a,e,e,a,e,d,a,e,d,d,d,d,b,e,d,Ingeniería Mecánica Eléctrica,4
e,b,e,b,e,c,d,b,b,b,d,c,e,b,c,d,c,e,c,e,Ingeniería Industrial,5
b,d,e,d,e,c,a,d,e,d,d,d,d,b,d,d,c,b,d,b,Ingeniería Civil,5
e,b,e,b,e,e,d,d,e,b,c,d,b,d,d,b,b,e,c,d,Gestión y Dirección,5
a,a,a,d,a,d,a,a,a,a,d,a,a,a,d,a,a,a,a,a,Ingeniería de Software,4
b,e,e,e,d,d,e,c,c,e,c,b,c,d,d,c,c,a,d,c,Ingeniería Industrial,4
a,a,a,a,a,a,d,a,a,a,a,b,a,a,d,a,a,d,a,a,Ingeniería Mecánica Eléctrica,5
c,b,e,b,b,d,a,d,e,c,d,e,a,c,d,a,b,e,e,d,Ingeniería Industrial,4
e,b,c,e,b,b,c,e,e,d,b,d,c,e,c,b,e,e,a,e,Ingeniería Industrial,4
b,d,b,b,e,c,e,c,d,b,b,a,b,b,d,e,d,b,b,b,Administración,5
d,d,d,b,d,b,d,d,d,e,d,d,a,d,d,d,c,a,d,d,Administración,4
e,b,a,e,d,c,b,c,c,b,c,d,d,d,e,d,e,d,a,e,Ingeniería Mecánica Eléctrica,5
d,d,d,d,a,b,a,e,d,a,a,c,d,d,d,a,d,d,a,d,Ingeniería Civil,4
b,d,a,d,a,d,e,b,d,c,e,d,b,b,d,d,b,d,d,d,Ingeniería Civil,5
a,a,c,d,d,a,d,d,d,a,a,a,d,a,e,e,a,c,a,d,Ingeniería Civil,5
c,b,c,b,b,b,e,b,d,d,c,b,e,e,e,b,b,d,d,b,Ingeniería Civil,4
c,b,b,d,b,d,c,b,b,b,d,b,e,e,a,b,d,a,b,d,Contaduría,5
d,b,e,d,c,a,d,a,a,d,d,d,d,b,d,d,b,e,e,b,Contaduría,4
d,b,e,d,a,a,d,e,b,a,a,e,a,d,a,d,b,e,e,b,Ingeniería Industrial,5
b,d,d,b,e,d,e,a,b,d,d,b,d,b,a,a,b,d,a,b,Ingeniería Industrial,5
b,d,a,d,b,b,b,d,d,b,c,a,c,d,e,b,d,d,b,a,Ingeniería de Software,4
a,a,b,a,a,a,d,a,d,a,d,e,a,d,d,a,a,e,a,a,Contaduría,5
a,d,a,d,d,e,d,a,a,d,a,c,e,d,d,a,a,b,d,a,Ingeniería Mecatrónica,5
d,a,d,d,a,a,d,a,d,e,a,b,d,d,d,c,a,d,a,a,Ingeniería Civil,5
d,a,d,a,a,d,d,a,d,a,d,c,a,a,d,d,d,d,d,d,Contaduría,5
b,d,b,a,a,d,d,a,d,d,d,d,d,d,d,a,a,d,d,d,Ingeniería Civil,4
b,e,c,e,d,c,a,d,e,c,d,e,a,c,c,d,b,e,e,e,Ingeniería Mecánica Eléctrica,5
a,d,d,a,a,a,d,a,d,a,a,b,a,a,e,a,d,d,a,a,Administración,4
b,d,e,d,a,a,d,d,a,d,e,e,d,b,d,d,d,d,d,b,Administración,5
d,d,d,b,b,b,c,b,b,e,b,e,b,e,e,a,b,d,d,b,Ingeniería Civil,5
d,a,b,d,e,d,c,b,d,c,e,c,c,b,b,d,d,d,d,d,Ingeniería Mecánica Eléctrica,4
b,d,b,e,d,b,b,d,b,d,c,d,d,b,c,b,d,b,e,e,Ingeniería de Software,4
b,c,b,d,d,d,e,a,d,d,d,a,d,d,e,d,b,a,e,d,Ingeniería Mecatrónica,5
b,c,b,e,d,e,c,b,b,d,b,e,e,e,c,d,e,d,b,b,Ingeniería Mecatrónica,4
d,a,d,d,d,d,d,a,d,d,a,e,a,d,d,a,b,e,e,d,Ingeniería Industrial,5
d,a,c,d,d,d,d,d,d,d,a,b,d,a,a,a,d,d,d,a,Ingeniería Civil,5
d,d,b,e,d,c,a,b,b,d,e,b,a,d,b,d,d,d,b,d,Administración,5
b,b,d,e,c,b,e,c,b,c,c,d,a,b,b,b,d,d,d,e,Contaduría,5
b,b,a,d,b,e,b,d,b,c,b,a,b,b,b,b,d,b,b,d,Ingeniería Mecatrónica,4
c,b,c,b,e,c,a,c,c,b,c,d,e,d,e,c,b,e,b,c,Contaduría,5
c,c,b,c,d,d,b,d,b,d,d,e,e,d,c,d,d,c,a,c,Ingeniería de Software,4
e,e,b,b,b,d,b,c,b,d,b,d,b,e,b,b,c,d,d,c,Contaduría,4
d,d,d,c,b,c,b,b,c,d,d,e,d,d,c,d,c,d,b,e,Ingeniería Mecánica Eléctrica,5
e,c,d,d,e,b,e,b,d,e,d,e,b,d,a,d,c,d,d,e,Ingeniería Civil,5
b,c,d,d,e,d,d,d,d,d,c,d,d,c,d,d,d,d,e,a,Ingeniería Industrial,5
d,b,d,b,c,b,e,d,c,b,d,c,d,b,b,e,c,c,a,c,Gestión y Dirección,5
d,b,b,d,d,d,a,a,d,e,e,d,d,d,d,d,b,b,c,a,Ingeniería Mecánica Eléctrica,5
d,d,a,d,d,e,e,d,d,e,e,b,e,c,b,b,d,a,e,a,Ingeniería de Software,5
b,e,c,b,c,b,d,b,c,d,c,b,b,b,a,d,d,c,d,d,Contaduría,5
b,e,a,b,b,c,b,e,c,b,b,b,b,c,b,e,d,b,b,e,Ingeniería de Software,5
c,b,d,c,e,c,a,c,c,d,b,c,b,e,b,b,e,a,b,b,Administración,5
b,d,e,c,d,b,d,b,a,d,d,c,b,b,a,a,b,e,a,b,Ingeniería Industrial,5
e,e,d,c,b,b,c,c,e,b,b,c,b,e,c,b,e,e,c,c,Ingeniería Industrial,4
b,d,d,d,e,b,d,b,b,a,a,d,d,d,a,d,b,c,a,b,Gestión y Dirección,4
e,b,e,c,b,c,d,e,e,c,d,c,b,b,b,b,e,e,b,c,Ingeniería Industrial,4
d,d,d,e,a,d,d,c,a,a,d,c,d,d,b,a,d,c,c,d,Gestión y Dirección,5
b,c,d,d,d,d,a,b,c,a,d,d,b,d,a,d,d,a,d,d,Ingeniería Mecatrónica,5
d,d,d,e,b,d,d,d,d,d,a,d,d,d,d,b,c,d,c,b,Gestión y Dirección,5
e,e,d,b,b,b,d,b,d,e,b,d,c,b,d,e,b,d,c,a,Gestión y Dirección,5
d,b,b,e,d,e,c,e,c,b,a,d,b,a,d,c,d,b,b,b,Ingeniería Civil,5
c,b,e,b,e,b,c,e,c,d,b,b,c,e,d,d,d,c,d,b,Ingeniería Industrial,5
d,c,d,a,a,a,a,d,d,a,c,a,e,c,d,d,d,a,a,d,Ingeniería Mecánica Eléctrica,5
b,b,e,e,b,b,a,b,b,b,b,e,e,b,c,e,e,b,c,e,Gestión y Dirección,4
d,d,a,e,b,e,b,c,d,d,d,d,c,d,c,d,c,b,d,b,Ingeniería de Software,5
e,e,c,c,b,c,b,c,e,b,b,c,c,e,e,b,e,c,b,b,Contaduría,5
d,d,b,d,d,a,e,d,d,e,d,b,d,d,d,a,a,d,d,d,Administración,5
c,d,c,c,b,c,b,b,b,b,c,d,b,b,c,c,d,c,b,e,Ingeniería Mecánica Eléctrica,5
d,d,a,b,a,d,d,d,d,d,b,d,a,d,b,d,d,d,d,b,Ingeniería Mecánica Eléctrica,5
d,b,c,b,d,b,b,b,c,c,c,d,e,b,a,c,e,d,d,d,Gestión y Dirección,5
d,d,d,a,a,d,e,d,d,a,d,d,d,c,e,b,b,d,a,d,Ingeniería Mecánica Eléctrica,5
d,d,b,d,e,d,c,d,d,b,d,b,e,d,e,b,d,b,c,d,Ingeniería de Software,5
d,d,b,c,e,b,b,e,b,d,d,d,e,d,e,c,e,c,d,e,Ingeniería Mecánica Eléctrica,5
b,d,e,e,d,d,d,e,b,a,d,c,a,d,d,d,d,c,a,b,Ingeniería Industrial,5
d,c,d,d,d,d,d,e,d,d,e,d,d,d,d,d,d,e,d,d,Gestión y Dirección,5
b,d,b,e,e,d,e,d,b,b,c,e,e,b,a,b,b,b,b,e,Ingeniería Mecatrónica,5
d,d,d,b,b,d,c,b,d,c,b,b,c,d,d,c,d,d,d,d,Ingeniería Civil,5
c,e,c,e,c,b,b,c,e,e,c,d,b,e,a,e,e,b,e,d,Contaduría,5
a,d,c,d,d,d,c,d,a,e,a,b,d,c,d,d,d,b,e,d,Ingeniería Mecatrónica,5
d,c,e,a,a,a,d,a,b,d,a,b,a,b,d,a,b,e,a,a,Ingeniería Industrial,5
b,d,c,d,e,b,a,b,d,d,e,b,a,c,a,b,d,d,d,d,Ingeniería Civil,4
b,d,a,d,d,b,c,d,b,c,b,d,d,d,b,d,d,d,e,d,Ingeniería Mecánica Eléctrica,5
c,b,d,d,d,a,a,d,d,d,d,e,d,d,b,e,c,c,a,d,Ingeniería Industrial,5
d,a,a,a,d,b,e,d,a,d,e,a,a,d,e,d,a,a,c,b,Ingeniería Mecatrónica,5
c,d,d,e,d,b,d,b,b,d,e,d,d,c,b,d,d,e,e,d,Gestión y Dirección,5
b,b,d,d,c,c,e,d,e,b,c,d,c,c,e,b,c,a,b,e,Contaduría,4
a,d,b,d,e,b,b,e,d,c,c,b,b,c,d,e,d,a,b,d,Contaduría,5
c,b,d,c,b,b,b,c,e,b,e,d,b,c,e,c,e,d,c,b,Ingeniería Civil,5
d,d,b,e,b,b,e,c,b,e,b,d,b,c,b,c,b,b,b,b,Ingeniería Civil,5
b,b,d,c,e,b,d,e,c,b,c,c,c,c,e,b,b,d,c,e,Ingeniería Industrial,5
d,a,c,a,d,a,d,a,d,d,a,d,d,a,d,c,d,d,d,a,Ingeniería Mecánica Eléctrica,5
d,a,b,d,a,a,d,e,d,d,e,d,c,d,d,d,d,a,c,d,Ingeniería Mecatrónica,5
e,e,e,b,b,b,a,b,c,b,b,e,b,e,d,b,e,d,b,b,Ingeniería Industrial,5
e,e,e,e,b,c,c,e,c,b,b,d,b,e,c,b,e,c,d,d,Ingeniería Industrial,4
d,b,b,e,c,c,a,e,d,c,e,d,c,d,d,d,e,d,c,e,Ingeniería Mecánica Eléctrica,5
c,d,e,e,e,d,a,c,c,b,e,c,d,e,d,e,e,d,c,e,Ingeniería Industrial,5
c,b,e,d,d,d,e,d,e,d,e,e,a,d,b,b,e,d,e,b,Ingeniería Civil,5
a,d,a,a,e,d,b,a,d,e,b,a,b,d,b,b,d,b,b,a,Ingeniería de Software,5
c,d,b,d,c,e,b,d,b,b,d,b,d,c,c,b,c,b,d,d,Ingeniería de Software,4
e,e,d,c,b,c,b,c,b,b,b,d,b,e,c,b,b,b,b,b,Ingeniería Mecánica Eléctrica,4
d,b,e,b,d,d,a,d,d,a,d,e,a,b,d,d,d,e,a,a,Gestión y Dirección,5
a,a,a,a,a,a,d,a,a,d,a,a,d,a,d,a,a,b,e,a,Ingeniería de Software,4
b,c,d,e,e,b,c,d,b,b,e,e,b,c,e,b,b,a,c,e,Ingeniería Mecánica Eléctrica,4
b,c,c,d,e,d,a,e,d,d,d,c,b,c,e,d,d,d,b,e,Ingeniería Civil,5
a,d,c,d,d,a,a,a,b,a,d,d,d,d,d,d,d,b,d,d,Administración,5
d,b,d,b,d,e,d,d,d,b,b,d,d,b,a,d,e,e,e,d,Ingeniería Industrial,5
b,c,d,d,b,e,c,e,d,e,d,b,c,c,e,c,d,d,e,d,Ingeniería Mecatrónica,5
c,d,c,c,b,c,b,c,d,b,c,c,b,d,c,b,e,e,d,c,Administración,4
d,b,e,b,b,b,a,c,b,b,c,c,e,c,d,e,e,d,c,e,Gestión y Dirección,5
